Updates 1980, num timesteps 1267840, FPS 362
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 1990, num timesteps 1274240, FPS 362
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

 

Updates 2000, num timesteps 1280640, FPS 362
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 2010, num timesteps 1287040, FPS 362
 Last 100 training episodes: mean/median reward 0.09/0.00, min/max reward 0.00/1.00, success rate 0.10

Updates 2020, num timesteps 1293440, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/1.00, success rate 0.09

Updates 2030, num timesteps 1299840, FPS 363
 Last 100 training episodes: mean/median reward 0.10/0.00, min/max reward 0.00/1.00, success rate 0.11

Updates 2040, num timesteps 1306240, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2050, num timesteps 1312640, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 2060, num timesteps 1319040, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2070, num timesteps 1325440, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2080, num timesteps 1331840, FPS 363
 Last 100 training episodes: mean/median reward 0.09/0.00, min/max reward 0.00/1.00, success rate 0.10

Updates 2090, num timesteps 1338240, FPS 363
 Last 100 training episodes: mean/median reward 0.04/0.00, min/max reward 0.00/1.00, success rate 0.05

 

Updates 2100, num timesteps 1344640, FPS 363
 Last 100 training episodes: mean/median reward 0.04/0.00, min/max reward 0.00/1.00, success rate 0.04

Updates 2110, num timesteps 1351040, FPS 363
 Last 100 training episodes: mean/median reward 0.09/0.00, min/max reward 0.00/1.00, success rate 0.09

Updates 2120, num timesteps 1357440, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/1.00, success rate 0.08

Updates 2130, num timesteps 1363840, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/1.00, success rate 0.08

Updates 2140, num timesteps 1370240, FPS 363
 Last 100 training episodes: mean/median reward 0.07/0.00, min/max reward 0.00/1.00, success rate 0.07

Updates 2150, num timesteps 1376640, FPS 363
 Last 100 training episodes: mean/median reward 0.10/0.00, min/max reward 0.00/1.00, success rate 0.11

Updates 2160, num timesteps 1383040, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 2170, num timesteps 1389440, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 2180, num timesteps 1395840, FPS 363
 Last 100 training episodes: mean/median reward 0.10/0.00, min/max reward 0.00/0.97, success rate 0.11

Updates 2190, num timesteps 1402240, FPS 363
 Last 100 training episodes: mean/median reward 0.06/0.00, min/max reward 0.00/0.97, success rate 0.07

 

Updates 2200, num timesteps 1408640, FPS 363
 Last 100 training episodes: mean/median reward 0.07/0.00, min/max reward 0.00/1.00, success rate 0.08

Updates 2210, num timesteps 1415040, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/1.00, success rate 0.08

Updates 2220, num timesteps 1421440, FPS 363
 Last 100 training episodes: mean/median reward 0.07/0.00, min/max reward 0.00/1.00, success rate 0.07

Updates 2230, num timesteps 1427840, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/1.00, success rate 0.09

Updates 2240, num timesteps 1434240, FPS 363
 Last 100 training episodes: mean/median reward 0.06/0.00, min/max reward 0.00/1.00, success rate 0.07

Updates 2250, num timesteps 1440640, FPS 363
 Last 100 training episodes: mean/median reward 0.09/0.00, min/max reward 0.00/1.00, success rate 0.10

Updates 2260, num timesteps 1447040, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2270, num timesteps 1453440, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2280, num timesteps 1459840, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2290, num timesteps 1466240, FPS 363
 Last 100 training episodes: mean/median reward 0.11/0.00, min/max reward 0.00/1.00, success rate 0.12

 

Updates 2300, num timesteps 1472640, FPS 363
 Last 100 training episodes: mean/median reward 0.12/0.00, min/max reward 0.00/1.00, success rate 0.13

Updates 2310, num timesteps 1479040, FPS 363
 Last 100 training episodes: mean/median reward 0.10/0.00, min/max reward 0.00/1.00, success rate 0.11

Updates 2320, num timesteps 1485440, FPS 363
 Last 100 training episodes: mean/median reward 0.09/0.00, min/max reward 0.00/1.00, success rate 0.10

Updates 2330, num timesteps 1491840, FPS 363
 Last 100 training episodes: mean/median reward 0.08/0.00, min/max reward 0.00/0.98, success rate 0.09

Updates 2340, num timesteps 1498240, FPS 363
 Last 100 training episodes: mean/median reward 0.12/0.00, min/max reward 0.00/0.98, success rate 0.13

Updates 2350, num timesteps 1504640, FPS 363
 Last 100 training episodes: mean/median reward 0.11/0.00, min/max reward 0.00/1.00, success rate 0.12

Updates 2360, num timesteps 1511040, FPS 363
 Last 100 training episodes: mean/median reward 0.11/0.00, min/max reward 0.00/1.00, success rate 0.12

Updates 2370, num timesteps 1517440, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2380, num timesteps 1523840, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2390, num timesteps 1530240, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

 

Updates 2400, num timesteps 1536640, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 2410, num timesteps 1543040, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2420, num timesteps 1549440, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 2430, num timesteps 1555840, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2440, num timesteps 1562240, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2450, num timesteps 1568640, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/0.97, success rate 0.18

Updates 2460, num timesteps 1575040, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2470, num timesteps 1581440, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2480, num timesteps 1587840, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 2490, num timesteps 1594240, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

 

Updates 2500, num timesteps 1600640, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2510, num timesteps 1607040, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2520, num timesteps 1613440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2530, num timesteps 1619840, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2540, num timesteps 1626240, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2550, num timesteps 1632640, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2560, num timesteps 1639040, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2570, num timesteps 1645440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2580, num timesteps 1651840, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2590, num timesteps 1658240, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

 

Updates 2600, num timesteps 1664640, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2610, num timesteps 1671040, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2620, num timesteps 1677440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2630, num timesteps 1683840, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/0.99, success rate 0.15

Updates 2640, num timesteps 1690240, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/0.99, success rate 0.14

Updates 2650, num timesteps 1696640, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2660, num timesteps 1703040, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 2670, num timesteps 1709440, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.29

Updates 2680, num timesteps 1715840, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 2690, num timesteps 1722240, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

 

Updates 2700, num timesteps 1728640, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2710, num timesteps 1735040, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2720, num timesteps 1741440, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2730, num timesteps 1747840, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2740, num timesteps 1754240, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2750, num timesteps 1760640, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2760, num timesteps 1767040, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 2770, num timesteps 1773440, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 2780, num timesteps 1779840, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2790, num timesteps 1786240, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.21

 

Updates 2800, num timesteps 1792640, FPS 363
 Last 100 training episodes: mean/median reward 0.23/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 2810, num timesteps 1799040, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

Updates 2820, num timesteps 1805440, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 2830, num timesteps 1811840, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2840, num timesteps 1818240, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2850, num timesteps 1824640, FPS 363
 Last 100 training episodes: mean/median reward 0.12/0.00, min/max reward 0.00/1.00, success rate 0.13

Updates 2860, num timesteps 1831040, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2870, num timesteps 1837440, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 2880, num timesteps 1843840, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 2890, num timesteps 1850240, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

 

Updates 2900, num timesteps 1856640, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.21

Updates 2910, num timesteps 1863040, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2920, num timesteps 1869440, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 2930, num timesteps 1875840, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.25

Updates 2940, num timesteps 1882240, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 2950, num timesteps 1888640, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2960, num timesteps 1895040, FPS 363
 Last 100 training episodes: mean/median reward 0.11/0.00, min/max reward 0.00/1.00, success rate 0.12

Updates 2970, num timesteps 1901440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 2980, num timesteps 1907840, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 2990, num timesteps 1914240, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

 

Updates 3000, num timesteps 1920640, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3010, num timesteps 1927040, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 3020, num timesteps 1933440, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3030, num timesteps 1939840, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3040, num timesteps 1946240, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3050, num timesteps 1952640, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3060, num timesteps 1959040, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 3070, num timesteps 1965440, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3080, num timesteps 1971840, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3090, num timesteps 1978240, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.20

 

Updates 3100, num timesteps 1984640, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 3110, num timesteps 1991040, FPS 363
 Last 100 training episodes: mean/median reward 0.13/0.00, min/max reward 0.00/1.00, success rate 0.14

Updates 3120, num timesteps 1997440, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3130, num timesteps 2003840, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3140, num timesteps 2010240, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3150, num timesteps 2016640, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 3160, num timesteps 2023040, FPS 363
 Last 100 training episodes: mean/median reward 0.19/0.00, min/max reward 0.00/1.00, success rate 0.21

Updates 3170, num timesteps 2029440, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3180, num timesteps 2035840, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 3190, num timesteps 2042240, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

 

Updates 3200, num timesteps 2048640, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 3210, num timesteps 2055040, FPS 363
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3220, num timesteps 2061440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 3230, num timesteps 2067840, FPS 364
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 3240, num timesteps 2074240, FPS 364
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 3250, num timesteps 2080640, FPS 364
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 3260, num timesteps 2087040, FPS 364
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3270, num timesteps 2093440, FPS 364
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 3280, num timesteps 2099840, FPS 364
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3290, num timesteps 2106240, FPS 364
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

 

Updates 3300, num timesteps 2112640, FPS 364
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.21

Updates 3310, num timesteps 2119040, FPS 364
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 3320, num timesteps 2125440, FPS 364
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.18

Updates 3330, num timesteps 2131840, FPS 363
 Last 100 training episodes: mean/median reward 0.29/0.00, min/max reward 0.00/1.00, success rate 0.31

Updates 3340, num timesteps 2138240, FPS 363
 Last 100 training episodes: mean/median reward 0.28/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3350, num timesteps 2144640, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

Updates 3360, num timesteps 2151040, FPS 364
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3370, num timesteps 2157440, FPS 364
 Last 100 training episodes: mean/median reward 0.17/0.00, min/max reward 0.00/1.00, success rate 0.19

Updates 3380, num timesteps 2163840, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 3390, num timesteps 2170240, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.25

 

Updates 3400, num timesteps 2176640, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3410, num timesteps 2183040, FPS 364
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/1.00, success rate 0.17

Updates 3420, num timesteps 2189440, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 3430, num timesteps 2195840, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3440, num timesteps 2202240, FPS 363
 Last 100 training episodes: mean/median reward 0.26/0.00, min/max reward 0.00/1.00, success rate 0.28

Updates 3450, num timesteps 2208640, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

Updates 3460, num timesteps 2215040, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3470, num timesteps 2221440, FPS 363
 Last 100 training episodes: mean/median reward 0.29/0.00, min/max reward 0.00/0.99, success rate 0.32

Updates 3480, num timesteps 2227840, FPS 363
 Last 100 training episodes: mean/median reward 0.28/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3490, num timesteps 2234240, FPS 363
 Last 100 training episodes: mean/median reward 0.23/0.00, min/max reward 0.00/1.00, success rate 0.25

 

Updates 3500, num timesteps 2240640, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 3510, num timesteps 2247040, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3520, num timesteps 2253440, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3530, num timesteps 2259840, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/0.99, success rate 0.15

Updates 3540, num timesteps 2266240, FPS 363
 Last 100 training episodes: mean/median reward 0.15/0.00, min/max reward 0.00/1.00, success rate 0.16

Updates 3550, num timesteps 2272640, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.29

Updates 3560, num timesteps 2279040, FPS 363
 Last 100 training episodes: mean/median reward 0.34/0.00, min/max reward 0.00/1.00, success rate 0.36

Updates 3570, num timesteps 2285440, FPS 363
 Last 100 training episodes: mean/median reward 0.28/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3580, num timesteps 2291840, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

Updates 3590, num timesteps 2298240, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

 

Updates 3600, num timesteps 2304640, FPS 363
 Last 100 training episodes: mean/median reward 0.29/0.00, min/max reward 0.00/1.00, success rate 0.31

Updates 3610, num timesteps 2311040, FPS 363
 Last 100 training episodes: mean/median reward 0.29/0.00, min/max reward 0.00/1.00, success rate 0.31

Updates 3620, num timesteps 2317440, FPS 363
 Last 100 training episodes: mean/median reward 0.23/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 3630, num timesteps 2323840, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3640, num timesteps 2330240, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 3650, num timesteps 2336640, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3660, num timesteps 2343040, FPS 363
 Last 100 training episodes: mean/median reward 0.20/0.00, min/max reward 0.00/1.00, success rate 0.22

Updates 3670, num timesteps 2349440, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 3680, num timesteps 2355840, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 3690, num timesteps 2362240, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

 

Updates 3700, num timesteps 2368640, FPS 363
 Last 100 training episodes: mean/median reward 0.18/0.00, min/max reward 0.00/1.00, success rate 0.20

Updates 3710, num timesteps 2375040, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/1.00, success rate 0.23

Updates 3720, num timesteps 2381440, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.29

Updates 3730, num timesteps 2387840, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3740, num timesteps 2394240, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/0.99, success rate 0.28

Updates 3750, num timesteps 2400640, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/0.99, success rate 0.28

Updates 3760, num timesteps 2407040, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.28

Updates 3770, num timesteps 2413440, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3780, num timesteps 2419840, FPS 363
 Last 100 training episodes: mean/median reward 0.26/0.00, min/max reward 0.00/1.00, success rate 0.28

Updates 3790, num timesteps 2426240, FPS 363
 Last 100 training episodes: mean/median reward 0.25/0.00, min/max reward 0.00/1.00, success rate 0.27

 

Updates 3800, num timesteps 2432640, FPS 363
 Last 100 training episodes: mean/median reward 0.26/0.00, min/max reward 0.00/1.00, success rate 0.28

Updates 3810, num timesteps 2439040, FPS 363
 Last 100 training episodes: mean/median reward 0.26/0.00, min/max reward 0.00/1.00, success rate 0.28

Updates 3820, num timesteps 2445440, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 3830, num timesteps 2451840, FPS 363
 Last 100 training episodes: mean/median reward 0.22/0.00, min/max reward 0.00/1.00, success rate 0.24

Updates 3840, num timesteps 2458240, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/1.00, success rate 0.26

Updates 3850, num timesteps 2464640, FPS 363
 Last 100 training episodes: mean/median reward 0.27/0.00, min/max reward 0.00/1.00, success rate 0.29

Updates 3860, num timesteps 2471040, FPS 363
 Last 100 training episodes: mean/median reward 0.28/0.00, min/max reward 0.00/1.00, success rate 0.30

Updates 3870, num timesteps 2477440, FPS 363
 Last 100 training episodes: mean/median reward 0.24/0.00, min/max reward 0.00/0.99, success rate 0.26

Updates 3880, num timesteps 2483840, FPS 363
 Last 100 training episodes: mean/median reward 0.21/0.00, min/max reward 0.00/0.99, success rate 0.23

Updates 3890, num timesteps 2490240, FPS 363
 Last 100 training episodes: mean/median reward 0.16/0.00, min/max reward 0.00/0.99, success rate 0.17

 

Updates 3900, num timesteps 2496640, FPS 363
 Last 100 training episodes: mean/median reward 0.14/0.00, min/max reward 0.00/1.00, success rate 0.15

Updates 3910, num timesteps 2503040, FPS 363
